Name,Species,Class,Hlt,Atk,Int,Def,Spd,Total,R. Depth,Source,Trait Name,Item Name,Trait Description
Mithril Imler,Imler,Nature,42,27,7,27,7,110,75,The Swamplands (Im Cave),Spirit Link,Mithril Ore,Your Imlers and Imlings take 10% less damage for each Imler and Imling fighting on your side. Maximum of 90% damage reduction. This trait does not stack.
Trick Imler,Imler,Nature,37,28,8,28,8,109,415,Death Guild,Monstrous Rampage,Trick Pumpkin,"After your creatures Provoke, they deal damage to a random enemy equal to 50% of their Attack. This trait does not stack."
Iron Imler,Imler,Nature,40,28,8,28,8,112,45,The Swamplands (Im Cave),Vengeance,Iron Ore,"After your Imlings die, this creature gains 100% Attack and 50% Speed."
Treat Imling,Imling,Nature,32,12,26,11,26,107,415,Sorcery Guild,Crazy Idea,Treat Pumpkin,"While this creature is dead, it Casts a random spell at the start of each enemy's turn."
Rock Imling,Imling,Nature,31,11,26,11,26,105,90,The Swamplands (Im Cave),Everything to Gain,Rock Charm,"After one of your Imlers dies, this creature Casts its first 5 non-Ethereal spells."
Leda Imling,Imling,Nature,28,11,26,11,26,102,16,The Swamplands (Im Cave),Ingenuity,Leda Charm,"Your Imlers gain 25% of the Attack, Intelligence, Defense, and Speed bonuses from this creature's artifact."
Rancid Imling,Imling,Nature,31,11,26,11,26,105,60,The Swamplands (Im Cave),Jealousy,Rancid Charm,"If you only have one Imler and one Imling fighting on your side, both creatures share 50% of their base Attack, Intelligence, Defense, and Speed with each other. This trait does not stack."
Varve Imling,Imling,Nature,29,12,27,12,27,107,16,The Swamplands (Im Cave),Patch Up,Varve Charm,"After your Imlers are damaged, they recover 20% Health. This trait does not stack."
Tainted Imling,Imling,Nature,32,12,27,7,27,105,30,The Swamplands (Im Cave),Rapid Evolution,Tainted Charm,"At the start of battle, this creature fuses with a copy of a random Imler adjacent to it."
Putrid Imling,Imling,Nature,28,11,26,11,26,102,45,The Swamplands (Im Cave),Thick and Thin,Putrid Charm,"After your Imlers die, they have a 50% chance to be resurrected with 100% Health. This trait does not stack."
Diamond Imling,Imling,Nature,31,11,26,11,26,105,75,The Swamplands (Im Cave),Trove,Diamond Charm,"At the start of battle, your Imlers and Imlings share copies of their first 3 non-Ethereal Spell Gems with each other."
Imp Ritualist,Imp,Nature,31,16,21,16,21,105,60,"Cutthroat Jungle, Gambler's Hive",Creationism,Ritualist Totem,"When your creatures Cast a damaging Nature spell, each of your creatures contribute 10% of their Intelligence toward the damage dealt. This trait does not stack."
Imp Necromancer,Imp,Nature,31,16,21,16,21,105,75,"Cutthroat Jungle, Gambler's Hive",Darkness Fate,Necromancer Totem,Your creatures have 7% more Speed for each permanent Nature Spell Gem each of your creatures have equipped. Maximum of 3 Spell Gems per creature. This trait does not stack.
Imp Hexer,Imp,Nature,31,16,21,16,21,105,31 (1 for Warden),"Cutthroat Jungle, Gambler's Hive, Warden Starter",Earthen Attunement,Hexer Totem,"At the start of battle, your creatures gain Shellbust. This spell is cast 1 additional time."
Imp Bishop,Imp,Life,28,13,28,18,18,105,415,Life Guild,Grayscale,Bishop Totem,"After this creature Casts a spell, it resurrects a random ally with 50% Health."
Imp Shaman,Imp,Nature,32,17,22,12,22,105,31,"Cutthroat Jungle, Gambler's Hive",Incarnation,Shaman Totem,"When your creatures Cast a single-target Nature spell, they have a 50% chance to Cast the spell on all the creatures fighting on the target's side. This trait does not stack."
Imp Incarnate,Imp,Nature,30,15,20,18,23,106,90,"Cutthroat Jungle, Gambler's Hive",Miracle of the Mind,Incarnate Totem,Your creatures' Spell Gems have a 50% chance to Cast 1 additional time. This trait does not stack.
Imp Sacrificer,Imp,Nature,28,16,21,16,21,102,31,"Cutthroat Jungle, Gambler's Hive",Ordinary Abnormality,Sacrificer Totem,Your creatures' Nature spells Cast 1 additional time. This trait does not stack.
Imp Inscriber,Imp,Nature,29,17,22,17,22,107,45,"Cutthroat Jungle, Gambler's Hive",Voodoo,Inscriber Totem,This creature takes 10% less damage (up to 50%) for each non-Ethereal Nature Spell Gem it has equipped.
Inquisitor Egglayer,Inquisitor,Nature,36,16,21,21,16,110,37,"Torture Chamber, Eternity's End",Mass Summoning,Egglayer Chalice,"At the start of battle, your creatures gain 1 to 3 random minions. This trait does not stack."
Inquisitor Countess,Inquisitor,Nature,33,13,21,21,16,104,75,"Torture Chamber, Eternity's End",On A Pale Horse,Countess Chalice,"Your creatures' Conquest, Death, Famine, and War are 100% more powerful. This trait does not stack."
Infernal Inquisitor,Inquisitor,Nature,35,15,20,20,15,105,60,"Torture Chamber, Eternity's End",Open The Portals,Infernal Chalice,"After this creature Attacks, it gains a random minion. After your other creatures Attack, they have a 30% chance to gain a random minion. This trait does not stack."
Carnivorous Inquisitor,Inquisitor,Nature,35,15,20,20,15,105,37,"Torture Chamber, Eternity's End",Permanence,Carnivorous Chalice,Your creatures' minions have a 50% lower chance to go away. This trait does not stack.
Inquisitor Weaver,Inquisitor,Nature,35,15,20,22,15,107,45,"Torture Chamber, Eternity's End",Pleasant Disease,Weaver Chalice,"When your creatures' Writhelings minions afflict a debuff, they also grant one of your creatures a random buff. In addition, your creatures start battles with 1 Writhelings."
Watchful Inquisitor,Inquisitor,Nature,36,16,21,21,16,110,37,"Torture Chamber, Eternity's End",The Walking Dead,Watchful Chalice,"Your creatures' Zombies minions now deal damage based on their master's highest stat. In addition, your creatures start battles with 1 Zombies. This trait does not stack."
Night Koloss,Koloss,Sorcery,36,23,13,23,13,108,15,"Frostbite Caverns, Titan's Wound",Big Boned,Night Blade,"At the start of battle, this creature gains Maximum Health equal to 35% of its Attack, Intelligence, Defense, and Speed. Then, these stats are set to their minimum values."
Koloss Firebrand,Koloss,Sorcery,40,23,13,23,13,112,4,"Frostbite Caverns, Titan's Wound",Division of Mortality,Flaming Blade,This creature deals additional damage with attacks and spells equal to its Current Health minus the target's Current Health.
Koloss Champion,Koloss,Sorcery,42,22,12,22,12,110,75,"Frostbite Caverns, Titan's Wound",Heart Versus Mind,Bastard Blade,"After your creatures' Barrier buffs are damaged and destroyed, they gain 50% of the original strength of the Barrier as Maximum Health. This trait does not stack."
Bestial Koloss,Koloss,Sorcery,40,23,13,23,13,112,60,"Frostbite Caverns, Titan's Wound",Hearty Appetite,Dull Blade,"After your creatures gain Attack, Intelligence, Defense, or Speed, they gain 20% of that amount as Maximum Health as well. This trait does not stack."
Koloss Doombringer,Koloss,Sorcery,43,22,12,22,12,111,30,"Frostbite Caverns, Titan's Wound",Rise Above,Imperfect Blade,"After your creatures are healed, they gain 5% of that amount as Maximum Health as well. This trait does not stack."
Koloss Eradicator,Koloss,Sorcery,42,22,12,22,12,110,45,"Frostbite Caverns, Titan's Wound",Trauma Prevention,Serrated Blade,"When your creatures gain a Barrier, the strength of the Barrier is increased by an amount equal to 25% of their Maximum Health. This trait does not stack."
Abyssal Kraken,Kraken,Chaos,32,19,19,19,19,108,75,"Faraway Enclave, Where the Dead Ships Dwell",Abyssal Waters,Ghastly Sucker,"As long as your creatures haven't gained or lost stats, they have 75% more stats (other than Health). This trait does not stack."
Kraken Hundredhand,Kraken,Chaos,33,18,18,18,18,105,60,"Faraway Enclave, Where the Dead Ships Dwell",Hundred Hands,Repulsive Sucker,"As long as your creatures haven't gained or lost stats, this creature has 200% more stats (other than Health)."
Inkjet Kraken,Kraken,Chaos,38,18,18,18,18,110,40,"Faraway Enclave, Where the Dead Ships Dwell",Inky Escape,Gross Sucker,"As long as this creature hasn't gained or lost Speed, it has 200% more Speed and has Agile."
Ironside Kraken,Kraken,Chaos,33,18,18,17,18,104,45,"Faraway Enclave, Where the Dead Ships Dwell",Iron Shell,Hideous Sucker,"As long as this creature hasn't gained or lost Defense, it has 200% more Defense and has Protected."
Kraken Shipbreaker,Kraken,Chaos,31,19,19,19,19,107,40,"Faraway Enclave, Where the Dead Ships Dwell",Shipbreaker,Dreadful Sucker,"As long as this creature hasn't gained or lost Attack, it has 200% more Attack and has Berserk."
Unblinking Kraken,Kraken,Chaos,32,17,17,20,20,106,40,"Faraway Enclave, Where the Dead Ships Dwell",Unblinking Eyes,Creepy Sucker,"As long as this creature hasn't gained or lost Intelligence, it has 200% more Intelligence and has Arcane."
Oozing Leech,Leech,Death,42,22,17,17,12,110,15,"Arachnid Nest, Titan's Wound",Blood Barrier,Oozing Cyst,"After your creatures are healed by their Leeching buff, they gain a Barrier that absorbs damage equal to 50% of the amount recovered. This trait does not stack."
Oculum Leech,Leech,Death,40,23,18,18,13,112,10,"Arachnid Nest, Titan's Wound",Bloodlust,Oculum Cyst,Your creatures always have Leeching and receive 30% more healing.
Leech Digger,Leech,Death,43,23,17,17,12,112,30,"Arachnid Nest, Titan's Wound",Cleansed Blood,Digger Cyst,Your creatures with Leeching deal 30% more damage and no longer take damage from Blighted. This trait does not stack.
Leech Devourer,Leech,Death,40,23,18,18,13,112,45,"Arachnid Nest, Titan's Wound",Coming Undone,Devourer Cyst,"After your creatures with Leeching Attack, they gain 10% Attack, Intelligence, Defense, and Speed. This trait does not stack."
Moon Leech,Leech,Death,42,22,17,17,12,110,75,"Arachnid Nest, Titan's Wound",Deeper Sucking,Celestial Cyst,Your creatures' Leeching buff is 100% more effective. This trait does not stack.
Toxic Leech,Leech,Death,40,23,18,18,13,112,60,"Arachnid Nest, Titan's Wound",Imbibe,Toxic Cyst,"After your creatures with Leeching take damage, they are healed for an amount equal to 40% of the damage taken. This trait does not stack."
Blood Leper,Leper,Death,37,22,18,18,13,108,60,Torture Chamber (Iron Maidens),Blood Boil,Blood Pimple,"After this creature Provokes, it explodes and dies, dealing damage to enemies equal to 50% of its Speed for each debuff it had before it died."
Crazed Leper,Leper,Death,37,23,18,18,13,109,55,Torture Chamber (Iron Maidens),Final Excretion,Crazed Pimple,"After an enemy dies, this creature Casts Corpse Explosion."
Leper Defiler,Leper,Death,37,22,17,18,13,107,55,Torture Chamber (Iron Maidens),Hugs and Kisses,Defiler Pimple,"After this creature takes damage from an attack or spell, it afflicts the enemy with a random debuff."
Addled Leper,Leper,Death,38,23,18,18,13,110,90,Torture Chamber (Iron Maidens),Lush Licks,Addled Pimple,"After your creatures Attack, they afflict their target with a copy of their debuffs."
Grave Leper,Leper,Death,38,23,18,18,13,110,105,Torture Chamber (Iron Maidens),Puppet Master,Grave Pimple,This creature deals 20% more damage and takes 5% less damage for each minion it has.
Leper Blightbringer,Leper,Death,37,22,17,18,12,106,55,Torture Chamber (Iron Maidens),Pus and Pox,Blightbringer Pimple,"At the start of each enemy's turn, this creature afflicts them with a random debuff. This trait does not stack."
Leper Plaguespreader,Leper,Death,38,23,18,15,13,107,55,Torture Chamber (Iron Maidens),Stank,Plaguespreader Pimple,Enemies deal 5% less damage (up to 90%) and take 7% more damage for each debuff they have. This trait does not stack.
Tortured Leper,Leper,Death,38,23,18,15,13,107,75,Torture Chamber (Iron Maidens),Wrong Side,Tortured Pimple,"After your creatures are afflicted with a debuff, they have a 40% chance to remove the debuff and give it to a random enemy. This trait does not stack."
Lich Overseer,Lich,Death,28,13,28,13,23,105,45,"Path of the Damned, Sanctum Umbra",Dark Aegis,Overseer Knife,Your creatures have 7% more Defense for each non-Ethereal Death Spell Gem each of your creatures have equipped. Maximum of 3 Spell Gems per creature. This trait does not stack.
Lich King,Lich,Death,31,13,28,13,23,108,75,"Path of the Damned, Sanctum Umbra",Hail to the King,King Knife,"At the start of battle, this creature gains Summon Conquest, Summon War, Summon Death, and Summon Famine."
Lich Bloodletter,Lich,Death,31,12,27,12,22,104,60,"Path of the Damned, Sanctum Umbra",Heretic Blood,Bloodletter Knife,Your creatures' Death spells now cost 20% Health and don't consume any Charges.
Lich Necromancer,Lich,Death,31,12,27,12,22,104,90,"Path of the Damned, Sanctum Umbra",Necromastery,Necromancer Knife,Your creatures' Spell Gems that summon minions do not consume any Charges.
Lich Hellcaster,Lich,Death,31,12,27,12,22,104,30,"Path of the Damned, Sanctum Umbra",Necronomicon,Hellcaster Knife,"This creature Casts Death spells 2 additional times, but these spells act as if this creature has 50% less Intelligence."
Lich Shadowcaster,Lich,Death,32,12,27,13,22,106,15,"Path of the Damned, Sanctum Umbra",Sacrimony,Shadowcaster Knife,Your creatures Cast Death spells as if they have 100% more Intelligence. This trait does not stack.
Lich Priest,Lich,Death,27,13,28,13,23,104,13,"Path of the Damned, Sanctum Umbra",Unholy Prayer,Priest Knife,"At the start of battle, your creatures gain Murder of Crows. This spell deals damage 2 additional times."
Lich Netherwalker,Lich,Sorcery,33,18,18,18,18,105,415,Sorcery Guild,Watch of the Buried,Netherwalker Knife,"When this creature gains a minion, that minion's number of stacks is set to the maximum amount."
Lucanian Archunter,Lucanian,Chaos,35,25,25,15,20,120,,The Barrens,The High Hunt,Archunter's Token,"After this creature Attacks, it gains 10% Intelligence. After this creature Casts a spell, it gains 10% Attack."
Lucanian Armiger,Lucanian,Death,35,25,25,25,10,120,,The Barrens,Armiger Strike,Armiger's Token,This creature takes 5% less damage for each time it has Attacked. This creature has 3% more Attack and Intelligence for each time it has Cast a spell.
Lucanian Aspectal,Lucanian,Sorcery,32,15,28,15,20,110,,The Barrens,Consuming Knowledge,Aspectal's Token,"After your creatures Attack, their non-Ultimate Spell Gems gain 1 Charge. This trait can only activate once per turn for each creature. This trait does not stack."
Lucanian Illuminator,Lucanian,Life,35,28,28,15,14,120,,The Barrens,The Golden Sign,Illuminator's Token,"At the start of battle, your creatures either gain 100% Attack and Scorned, or 100% Intelligence and Silenced. This trait does not stack."
Lucanian Soulbinder,Lucanian,Sorcery,35,25,25,15,20,120,,The Barrens,Soul Exchange,Soulbinder's Token,"At the start of battle, your creatures' Attack and Intelligence are set to whichever is highest."
Lucanian Windrider,Lucanian,Nature,30,25,25,15,25,120,,The Barrens,Big Wings,Windrider's Token,"If this creature's Attack and Intelligence are within 100% of each other, it always deals critical damage and enemies cannot dodge its attacks."
Club Luckmantria,Luckmantria,Nature,24,4,27,17,27,99,64,Gambler's Hive (House of Cards),Showdown,Torn Card (Club),"If this creature's Intelligence is higher than that of any enemy, it has 200% more Intelligence."
